10981,41.3212,-74.2788,Sugar Loaf,New York
10982,41.1055,-74.0989,Tallman,New York
10983,41.0273,-73.9483,Tappan,New York
10984,41.2086,-74.0175,Thiells,New York
10985,41.5836,-74.3732,Thompson Ridge,New York
10986,41.2816,-73.995,Tomkins Cove,New York
10987,41.2039,-74.2321,Tuxedo Park,New York
10988,41.3016,-74.5428,Unionville,New York
10989,41.1246,-73.9362,Valley Cottage,New York
10990,41.2644,-74.366,Warwick,New York
10992,41.4255,-74.1659,Washingtonville,New York
10993,41.2101,-73.9755,West Haverstraw,New York
10994,41.0975,-73.9726,West Nyack,New York
10996,41.3897,-73.9727,West Point,New York
10998,41.3351,-74.5389,Westtown,New York
11001,40.7235,-73.7046,Floral Park,New York
11003,40.7013,-73.7079,Elmont,New York
11004,40.7463,-73.7115,Glen Oaks,New York
11010,40.7006,-73.675,Franklin Square,New York
11020,40.7711,-73.7128,Great Neck,New York
11030,40.7934,-73.6888,Manhasset,New York
11040,40.7456,-73.6798,New Hyde Park,New York
11050,40.8385,-73.6907,Port Washington,New York
11096,40.6212,-73.753,Inwood,New York
11101,40.7467,-73.9389,Long Island City,New York
11102,40.7724,-73.9261,Astoria,New York
11104,40.7446,-73.9203,Sunnyside,New York
11201,40.6946,-73.9897,Brooklyn,New York
11351,40.7808,-73.8254,Flushing,New York
11356,40.785,-73.8416,College Point,New York
11357,40.7864,-73.811,Whitestone,New York
11359,40.7914,-73.7766,Bayside,New York
11362,40.7565,-73.7369,Little Neck,New York
11364,40.7453,-73.7607,Oakland Gardens,New York
11365,40.7398,-73.7949,Fresh Meadows,New York
11368,40.7496,-73.8526,Corona,New York
11369,40.7634,-73.8723,East Elmhurst,New York
11372,40.7517,-73.8836,Jackson Heights,New York
11373,40.7389,-73.8786,Elmhurst,New York
11374,40.7265,-73.8615,Rego Park,New York
11375,40.7209,-73.8461,Forest Hills,New York
11377,40.7448,-73.9052,Woodside,New York
11378,40.7247,-73.9096,Maspeth,New York
11379,40.7168,-73.8795,Middle Village,New York
11385,40.701,-73.8901,Ridgewood,New York
11405,40.6879,-73.7899,Jamaica,New York
11411,40.694,-73.7362,Cambria Heights,New York
11412,40.6981,-73.759,Saint Albans,New York
11413,40.6699,-73.7509,Springfield Gardens,New York
11414,40.6581,-73.8449,Howard Beach,New York
11415,40.7079,-73.8281,Kew Gardens,New York
11416,40.6846,-73.8496,Ozone Park,New York
11418,40.7002,-73.8362,Richmond Hill,New York
11419,40.6886,-73.823,South Richmond Hill,New York
11420,40.6736,-73.8179,South Ozone Park,New York
11421,40.694,-73.8587,Woodhaven,New York
11422,40.6604,-73.7363,Rosedale,New York
11423,40.7156,-73.7685,Hollis,New York
11426,40.7365,-73.7223,Bellerose,New York
11427,40.731,-73.7455,Queens Village,New York
11501,40.7463,-73.6389,Mineola,New York
11507,40.7709,-73.6524,Albertson,New York
11509,40.5888,-73.7285,Atlantic Beach,New York
11510,40.6503,-73.6081,Baldwin,New York
11514,40.7499,-73.6125,Carle Place,New York
11516,40.6258,-73.7267,Cedarhurst,New York
11518,40.6376,-73.6668,East Rockaway,New York
11520,40.65,-73.5829,Freeport,New York
11530,40.7274,-73.6373,Garden City,New York
11542,40.8709,-73.6289,Glen Cove,New York
11545,40.827,-73.589,Glen Head,New York
11547,40.8307,-73.6445,Glenwood Landing,New York
11548,40.8146,-73.6068,Greenvale,New York
11549,40.7173,-73.6028,Hempstead,New York
11552,40.6923,-73.6513,West Hempstead,New York
11553,40.7067,-73.592,Uniondale,New York
11554,40.7196,-73.5602,East Meadow,New York
11557,40.6374,-73.692,Hewlett,New York
11558,40.6048,-73.6493,Island Park,New York
11559,40.6065,-73.7173,Lawrence,New York
11560,40.8806,-73.5902,Locust Valley,New York
11561,40.5894,-73.6481,Long Beach,New York
11563,40.6573,-73.6737,Lynbrook,New York
11565,40.675,-73.6717,Malverne,New York
11566,40.6631,-73.5541,Merrick,New York
11568,40.7869,-73.5965,Old Westbury,New York
11569,40.5897,-73.5825,Point Lookout,New York
11570,40.6657,-73.6385,Rockville Centre,New York
11572,40.6323,-73.6368,Oceanside,New York
11575,40.6804,-73.5853,Roosevelt,New York
11576,40.7985,-73.6476,Roslyn,New York
11577,40.7833,-73.6388,Roslyn Heights,New York
11579,40.844,-73.6442,Sea Cliff,New York
11580,40.675,-73.7036,Valley Stream,New York
11590,40.7554,-73.5746,Westbury,New York
11596,40.7597,-73.6424,Williston Park,New York
11598,40.6309,-73.7116,Woodmere,New York
11690,40.5954,-73.8145,Far Rockaway,New York
11692,40.5937,-73.7923,Arverne,New York
11694,40.5777,-73.8439,Rockaway Park,New York
11697,40.5595,-73.9065,Breezy Point,New York
11701,40.682,-73.4126,Amityville,New York
11702,40.656,-73.3169,Babylon,New York
11703,40.7329,-73.3256,North Babylon,New York
11704,40.7169,-73.359,West Babylon,New York
11705,40.7452,-73.0551,Bayport,New York
11706,40.7216,-73.2507,Bay Shore,New York
11709,40.9069,-73.5598,Bayville,New York
11710,40.6721,-73.5329,Bellmore,New York
11713,40.7751,-72.943,Bellport,New York
11714,40.7425,-73.4861,Bethpage,New York
11715,40.75,-73.0352,Blue Point,New York
11716,40.7713,-73.1269,Bohemia,New York
11717,40.7838,-73.2522,Brentwood,New York
11718,40.7189,-73.2639,Brightwaters,New York
11719,40.7806,-72.9106,Brookhaven,New York
11720,40.8704,-73.0822,Centereach,New York
11721,40.8936,-73.3699,Centerport,New York
11722,40.783,-73.1949,Central Islip,New York
11724,40.8653,-73.4529,Cold Spring Harbor,New York
11725,40.8405,-73.2808,Commack,New York
11726,40.6788,-73.3957,Copiague,New York
11727,40.8821,-73.004,Coram,New York
11729,40.7628,-73.3218,Deer Park,New York
11730,40.7175,-73.174,East Islip,New York
11731,40.8627,-73.3169,East Northport,New York
11732,40.8447,-73.5367,East Norwich,New York
11733,40.9376,-73.1059,East Setauket,New York
11735,40.7316,-73.4327,Farmingdale,New York
11738,40.8382,-73.0381,Farmingville,New York
11739,40.7295,-73.1606,Great River,New York
11740,40.8653,-73.3613,Greenlawn,New York
11741,40.7949,-73.0703,Holbrook,New York
11742,40.8101,-73.0414,Holtsville,New York
11743,40.8811,-73.4266,Huntington,New York
11746,40.8144,-73.3609,Huntington Station,New York
11747,40.7841,-73.4097,Melville,New York
11749,40.8067,-73.1709,Islandia,New York
11751,40.73,-73.2143,Islip,New York
11752,40.7567,-73.1748,Islip Terrace,New York
11753,40.79,-73.5401,Jericho,New York
11754,40.8877,-73.2474,Kings Park,New York
11755,40.8582,-73.1173,Lake Grove,New York
11756,40.7254,-73.5165,Levittown,New York
11757,40.6887,-73.3735,Lindenhurst,New York
11758,40.6683,-73.4585,Massapequa,New York
11762,40.682,-73.4467,Massapequa Park,New York
11763,40.8258,-72.9833,Medford,New York
11764,40.9359,-72.9755,Miller Place,New York
11765,40.8833,-73.558,Mill Neck,New York
11766,40.9358,-73.0165,Mount Sinai,New York
11767,40.8439,-73.1448,Nesconset,New York
11768,40.9106,-73.3262,Northport,New York
11769,40.7362,-73.1309,Oakdale,New York
11770,40.6458,-73.1566,Ocean Beach,New York
11771,40.8668,-73.5259,Oyster Bay,New York
11772,40.7609,-72.987,Patchogue,New York
11776,40.9136,-73.0464,Port Jefferson Station,New York
11777,40.9517,-73.0647,Port Jefferson,New York
11778,40.9433,-72.93,Rocky Point,New York
11779,40.8128,-73.1153,Ronkonkoma,New York
11780,40.8922,-73.1695,Saint James,New York
11782,40.7375,-73.0812,Sayville,New York
11783,40.6777,-73.4906,Seaford,New York
11784,40.8689,-73.0413,Selden,New York
11786,40.9446,-72.8851,Shoreham,New York
11787,40.8534,-73.2103,Smithtown,New York
11788,40.8181,-73.2133,Hauppauge,New York
11789,40.9576,-72.9721,Sound Beach,New York
11790,40.9068,-73.1277,Stony Brook,New York
11791,40.8284,-73.5044,Syosset,New York
11792,40.9482,-72.8305,Wading River,New York
11793,40.6507,-73.5142,Wantagh,New York
11795,40.7079,-73.2983,West Islip,New York
11796,40.7313,-73.0997,West Sayville,New York
11797,40.8173,-73.47,Woodbury,New York
11798,40.7523,-73.376,Wyandanch,New York
11801,40.7624,-73.5239,Hicksville,New York
11803,40.7818,-73.4734,Plainview,New York
11804,40.7587,-73.457,Old Bethpage,New York
11901,40.9225,-72.6466,Riverhead,New York
11930,40.9893,-72.1014,Amagansett,New York
11931,40.935,-72.6136,Aquebogue,New York
11932,40.9391,-72.3079,Bridgehampton,New York
11933,40.9238,-72.755,Calverton,New York
11934,40.8001,-72.7936,Center Moriches,New York
11935,41.018,-72.4892,Cutchogue,New York
11937,41.007,-72.1953,East Hampton,New York
11939,41.1279,-72.3415,East Marion,New York
11940,40.8104,-72.7571,East Moriches,New York
11941,40.8297,-72.7284,Eastport,New York
11942,40.8531,-72.5849,East Quogue,New York
11944,41.0999,-72.3709,Greenport,New York
11946,40.8778,-72.5265,Hampton Bays,New York
11947,40.9552,-72.5772,Jamesport,New York
11948,40.9659,-72.5579,Laurel,New York
11949,40.8655,-72.8013,Manorville,New York
11950,40.8078,-72.8474,Mastic,New York
11951,40.7634,-72.8306,Mastic Beach,New York
11952,40.997,-72.5436,Mattituck,New York
11953,40.8859,-72.9506,Middle Island,New York
11954,41.0465,-71.9466,Montauk,New York
11955,40.8089,-72.8199,Moriches,New York
11956,40.9816,-72.4689,New Suffolk,New York
11957,41.1493,-72.2617,Orient,New York
11958,41.0362,-72.4615,Peconic,New York
11959,40.8225,-72.6012,Quogue,New York
11960,40.8085,-72.7063,Remsenburg,New York
11961,40.9039,-72.8875,Ridge,New York
11962,40.9356,-72.2727,Sagaponack,New York
11963,40.9943,-72.3208,Sag Harbor,New York
11964,41.0544,-72.3208,Shelter Island,New York
11965,41.0778,-72.3526,Shelter Island Heights,New York
11967,40.7951,-72.8749,Shirley,New York
11968,40.9069,-72.4129,Southampton,New York
11970,40.9391,-72.5775,South Jamesport,New York
11971,41.0595,-72.4264,Southold,New York
11972,40.8335,-72.7068,Speonk,New York
11973,40.8679,-72.8821,Upton,New York
11975,40.9432,-72.2444,Wainscott,New York
11976,40.9276,-72.3479,Water Mill,New York
11977,40.8276,-72.6791,Westhampton,New York
11978,40.8294,-72.6473,Westhampton Beach,New York
11980,40.8315,-72.9223,Yaphank,New York
12007,42.4561,-73.9277,Alcove,New York
12008,42.853,-73.908,Alplaus,New York
12009,42.6982,-74.0317,Altamont,New York
12010,42.938,-74.1739,Amsterdam,New York
12015,42.2826,-73.8272,Athens,New York
12016,42.6128,-73.6697,Auriesville,New York
12017,42.3212,-73.4621,Austerlitz,New York
12018,42.6295,-73.5259,Averill Park,New York
12019,42.9307,-73.8863,Ballston Lake,New York
12020,43.0025,-73.868,Ballston Spa,New York
12022,42.6708,-73.3457,Berlin,New York
12023,42.61,-74.1674,Berne,New York
12024,42.4768,-73.5333,Brainard,New York
12025,43.0833,-74.136,Broadalbin,New York
12027,42.9225,-73.9072,Burnt Hills,New York
12028,42.9399,-73.4432,Buskirk,New York
12029,42.4067,-73.4266,Canaan,New York
12031,42.7648,-74.4569,Carlisle,New York
12032,43.2336,-74.5508,Caroga Lake,New York
12033,42.5375,-73.7071,Castleton On Hudson,New York
12035,42.7318,-74.3515,Central Bridge,New York
12036,42.5408,-74.6774,Charlotteville,New York
12037,42.3452,-73.5685,Chatham,New York
12040,42.6374,-73.3508,Cherry Plain,New York
12041,42.5833,-73.9642,Clarksville,New York
12042,42.4021,-73.9202,Climax,New York
12043,42.7045,-74.5227,Cobleskill,New York
12045,42.4769,-73.7952,Coeymans,New York
12046,42.4918,-73.9192,Coeymans Hollow,New York
12047,42.784,-73.7265,Cohoes,New York
12050,42.3167,-73.7507,Columbiaville,New York
12051,42.3441,-73.8452,Coxsackie,New York
12052,42.754,-73.4786,Cropseyville,New York
12053,42.7537,-74.1923,Delanson,New York
12054,42.6087,-73.8658,Delmar,New York
12055,42.438,-74.1989,Dormansville,New York
12056,42.7666,-74.0902,Duanesburg,New York
12057,42.9698,-73.3446,Eagle Bridge,New York
12058,42.3496,-73.9245,Earlton,New York
12059,42.6121,-74.0589,East Berne,New York
12060,42.4168,-73.4942,East Chatham,New York
12061,42.5982,-73.6557,East Greenbush,New York
12062,42.531,-73.5081,East Nassau,New York
12063,42.5651,-73.6376,East Schodack,New York
12064,42.6143,-74.6573,East Worcester,New York
12065,42.8532,-73.7865,Clifton Park,New York
12066,42.7806,-74.3105,Esperance,New York
12067,42.5561,-73.9263,Feura Bush,New York
12068,42.9555,-74.409,Fonda,New York
12069,42.9451,-74.279,Fort Hunter,New York
12070,42.9847,-74.2539,Fort Johnson,New York
12071,42.5527,-74.4227,Fultonham,New York
12072,42.8847,-74.3623,Fultonville,New York
12073,42.6622,-74.2325,Gallupville,New York
12074,43.0504,-74.0445,Galway,New York
12075,42.2998,-73.6338,Ghent,New York
12076,42.41,-74.3886,Gilboa,New York
12077,42.5943,-73.784,Glenmont,New York
12078,43.1238,-74.3637,Gloversville,New York
12082,42.7675,-73.4335,Grafton,New York
12083,42.4303,-74.0266,Greenville,New York
12084,42.7042,-73.9009,Guilderland,New York
12085,42.7034,-73.9634,Guilderland Center,New York
12086,42.9972,-74.1067,Hagaman,New York
12087,42.4325,-73.8978,Hannacroix,New York
12089,42.8674,-73.313,Hoosick,New York
12090,42.8802,-73.3553,Hoosick Falls,New York
12092,42.7013,-74.3766,Howes Cave,New York
12093,42.4968,-74.6268,Jefferson,New York
12094,42.8933,-73.4884,Johnsonville,New York
12095,43.027,-74.4042,Johnstown,New York
12106,42.3889,-73.7113,Kinderhook,New York
12107,42.6872,-74.1337,Knox,New York
12108,43.5741,-74.4493,Lake Pleasant,New York
12110,42.7532,-73.7767,Latham,New York
12115,42.4728,-73.5807,Malden Bridge,New York
12116,42.5373,-74.9152,Maryland,New York
12117,43.1687,-74.2547,Mayfield,New York
12118,42.9169,-73.7214,Mechanicville,New York
12120,42.4514,-74.1442,Medusa,New York
12121,42.8459,-73.6021,Melrose,New York
12122,42.5481,-74.3166,Middleburgh,New York
12123,42.5228,-73.6079,Nassau,New York
12124,42.4491,-73.7927,New Baltimore,New York
12125,42.476,-73.4048,New Lebanon,New York
12128,42.7039,-73.7611,Newtonville,New York
12130,42.4421,-73.6595,Niverville,New York
12131,42.4597,-74.468,North Blenheim,New York
12132,42.4705,-73.63,North Chatham,New York
12133,42.9298,-73.3418,North Hoosick,New York
12134,43.2662,-74.2288,Northville,New York
12136,42.4362,-73.5584,Old Chatham,New York
12137,42.8561,-74.1277,Pattersonville,New York
12138,42.7472,-73.3721,Petersburg,New York
12139,43.5373,-74.5648,Piseco,New York
12140,42.6918,-73.5627,Poestenkill,New York
12141,42.7742,-74.1639,Quaker Street,New York
12143,42.4858,-73.852,Ravena,New York
12144,42.6297,-73.7181,Rensselaer,New York
12147,42.5146,-74.1555,Rensselaerville,New York
12148,42.8345,-73.8474,Rexford,New York
12149,42.6183,-74.5649,Richmondville,New York
12150,42.8786,-74.0539,Rotterdam Junction,New York
12151,42.9251,-73.7887,Round Lake,New York
12153,42.6404,-73.4687,Sand Lake,New York
12154,42.9377,-73.6006,Schaghticoke,New York
12155,42.5956,-74.8246,Schenevus,New York
12156,42.4772,-73.7435,Schodack Landing,New York
12157,42.6659,-74.2988,Schoharie,New York
12158,42.5406,-73.8209,Selkirk,New York
12159,42.6424,-73.886,Slingerlands,New York
12160,42.7589,-74.3672,Sloansville,New York
12161,42.5361,-73.8548,South Bethlehem,New York
12164,43.5538,-74.3582,Speculator,New York
12165,42.3106,-73.5077,Spencertown,New York
12166,42.8387,-74.4528,Sprakers,New York
12167,42.4208,-74.5841,Stamford,New York
12168,42.561,-73.3808,Stephentown,New York
12170,42.9968,-73.6631,Stillwater,New York
12172,42.2886,-73.7392,Stottville,New York
12173,42.3875,-73.7603,Stuyvesant,New York
12174,42.3534,-73.7285,Stuyvesant Falls,New York
12175,42.5515,-74.5528,Summit,New York
12176,42.3801,-73.9671,Surprise,New York
12177,42.951,-74.2871,Tribes Hill,New York
12180,42.7506,-73.6022,Troy,New York
12184,42.4205,-73.6542,Valatie,New York
12185,42.9033,-73.5312,Valley Falls,New York
12186,42.6275,-73.9707,Voorheesville,New York
12187,42.622,-74.4623,Warnerville,New York
12188,42.8199,-73.6958,Waterford,New York
12189,42.7363,-73.7176,Watervliet,New York
12190,43.4735,-74.2733,Wells,New York
12192,42.4029,-73.8283,West Coxsackie,New York
12193,42.5157,-74.045,Westerlo,New York
12194,42.5244,-74.4597,West Fulton,New York
12195,42.4866,-73.471,West Lebanon,New York
12196,42.6316,-73.617,West Sand Lake,New York
12197,42.6114,-74.7277,Worcester,New York
12198,42.6767,-73.634,Wynantskill,New York
12201,42.6477,-73.7522,Albany,New York
12301,42.8018,-73.9281,Schenectady,New York
12401,41.9356,-74.0527,Kingston,New York
12404,41.8146,-74.2359,Accord,New York
12405,42.3214,-74.0899,Acra,New York
12406,42.102,-74.5524,Arkville,New York
12407,42.3176,-74.3582,Ashland,New York
12409,42.0437,-74.1668,Bearsville,New York
12410,42.0699,-74.4498,Big Indian,New York
12411,41.8761,-74.0456,Bloomington,New York
12412,42.0127,-74.2796,Boiceville,New York
12413,42.3126,-74.0213,Cairo,New York
12414,42.224,-73.9204,Catskill,New York
12416,42.1007,-74.2887,Chichester,New York
12417,41.9068,-73.99,Connelly,New York
12418,42.3588,-74.1617,Cornwallville,New York
12419,41.8597,-74.1034,Cottekill,New York
12420,41.6711,-74.3793,Cragsmoor,New York
12421,42.2486,-74.5431,Denver,New York
12422,42.3926,-74.2033,Durham,New York
12423,42.3792,-74.1097,East Durham,New York
12424,42.2469,-74.1353,East Jewett,New York
12427,42.1408,-74.1373,Elka Park,New York
12428,41.739,-74.4449,Ellenville,New York
12429,41.8291,-73.9749,Esopus,New York
12430,42.2035,-74.4996,Fleischmanns,New York
12431,42.3603,-74.0207,Freehold,New York
12432,42.0443,-73.9445,Glasco,New York
12433,42.0034,-74.1585,Glenford,New York
12434,42.3605,-74.5008,Grand Gorge,New York
12435,41.7288,-74.5187,Greenfield Park,New York
12436,42.1956,-74.0741,Haines Falls,New York
12438,42.2079,-74.6012,Halcottsville,New York
12439,42.2961,-74.1839,Hensonville,New York
12440,41.7787,-74.1773,High Falls,New York
12441,42.1354,-74.5085,Highmount,New York
12442,42.2152,-74.2367,Hunter,New York
12443,41.934,-74.0854,Hurley,New York
12444,42.2632,-74.2967,Jewett,New York
12446,41.806,-74.3256,Kerhonkson,New York
12448,42.0793,-74.1829,Lake Hill,New York
12449,41.9935,-73.9931,Lake Katrine,New York
12450,42.1333,-74.2442,Lanesville,New York
12451,42.3053,-73.9502,Leeds,New York
12452,42.2576,-74.3612,Lexington,New York
12453,42.0934,-73.9363,Malden On Hudson,New York
12454,42.2867,-74.151,Maplecrest,New York
12455,42.1397,-74.6599,Margaretville,New York
12456,42.0332,-73.997,Mount Marion,New York
12457,42.0441,-74.2525,Mount Tremper,New York
12458,41.8156,-74.42,Napanoch,New York
12459,42.2365,-74.6803,New Kingston,New York
12460,42.4108,-74.1561,Oak Hill,New York
12461,41.9089,-74.2693,Olivebridge,New York
12463,42.2,-74.0173,Palenville,New York
12464,42.0351,-74.3513,Phoenicia,New York
12465,42.1531,-74.4673,Pine Hill,New York
12466,41.9043,-73.9791,Port Ewen,New York
12468,42.299,-74.423,Prattsville,New York
12469,42.4472,-74.2392,Preston Hollow,New York
12470,42.2959,-74.0773,Purling,New York
12471,41.8415,-74.0412,Rifton,New York
12472,41.8461,-74.0787,Rosendale,New York
12473,42.2582,-74.041,Round Top,New York
12474,42.2973,-74.5793,Roxbury,New York
12475,42.0152,-74.0154,Ruby,New York
12477,42.0859,-73.9998,Saugerties,New York
12480,42.1363,-74.3774,Shandaken,New York
12481,41.983,-74.2248,Shokan,New York
12482,42.2681,-73.9555,South Cairo,New York
12483,41.6755,-74.4214,Spring Glen,New York
12484,41.8711,-74.1749,Stone Ridge,New York
12485,42.2032,-74.1438,Tannersville,New York
12486,41.8338,-74.0626,Tillson,New York
12487,41.8593,-73.9954,Ulster Park,New York
12489,41.7507,-74.3555,Wawarsing,New York
12490,42.1247,-73.926,West Camp,New York
12491,41.9675,-74.137,West Hurley,New York
12492,42.1849,-74.3358,West Kill,New York
12493,41.796,-73.9769,West Park,New York
12494,41.9566,-74.2929,West Shokan,New York
12495,42.0849,-74.2407,Willow,New York
12496,42.3265,-74.2738,Windham,New York
12498,42.0485,-74.1064,Woodstock,New York
12501,41.8596,-73.5586,Amenia,New York
12502,42.0851,-73.6551,Ancram,New York
12503,42.0385,-73.5804,Ancramdale,New York
12504,42.0297,-73.9161,Annandale On Hudson,New York
12506,41.876,-73.6911,Bangall,New York
12507,42.0037,-73.9207,Barrytown,New York
12508,41.4967,-73.9538,Beacon,New York
12510,41.6725,-73.7604,Billings,New York
12511,41.5304,-73.8936,Castle Point,New York
12512,41.5518,-73.9661,Chelsea,New York
12513,42.2176,-73.7278,Claverack,New York
12514,41.8728,-73.7629,Clinton Corners,New York
12515,41.683,-74.0626,Clintondale,New York
12516,42.1118,-73.5654,Copake,New York
12517,42.1183,-73.512,Copake Falls,New York
12518,41.4163,-74.0394,Cornwall,New York
12520,41.433,-74.006,Cornwall On Hudson,New York
12521,42.1701,-73.6503,Craryville,New York
12522,41.7205,-73.5967,Dover Plains,New York
12523,42.0868,-73.7533,Elizaville,New York
12524,41.5296,-73.8926,Fishkill,New York
12525,41.6864,-74.1857,Gardiner,New York
12526,42.1218,-73.8588,Germantown,New York
12527,41.5194,-73.9356,Glenham,New York
12528,41.7188,-74.0045,Highland,New York
12529,42.2155,-73.5371,Hillsdale,New York
12530,42.2075,-73.6877,Hollowville,New York
12531,41.5369,-73.6696,Holmes,New York
12533,41.5603,-73.794,Hopewell Junction,New York
12534,42.2228,-73.7516,Hudson,New York
12537,41.5809,-73.927,Hughsonville,New York
12538,41.7925,-73.8931,Hyde Park,New York
12540,41.6708,-73.725,Lagrangeville,New York
12541,42.14,-73.7659,Livingston,New York
12542,41.6075,-73.9973,Marlboro,New York
12543,41.4933,-74.1758,Maybrook,New York
12544,42.2541,-73.6673,Mellenville,New York
12545,41.7905,-73.674,Millbrook,New York
12546,41.9679,-73.5345,Millerton,New York
